id,date_created,response_status,funded_past_3_yrs,applied_not_funded,org_role,org_role_other_txt,primary_focus,primary_focus_other_txt,postal_code,purpose,confident_in_mac_ability,deadline_comms,guidelines_comms,manipogo,trasparent_granting,response_enquiries,response_results,feedback,complaints_process,improve,connection_to_arts_community,disconnect_explain_txt,rank_advocacy,rank_measure_impact,rank_board_trg,rank_financial_trg,rank_leadership_trg,rank_shared_services,rank_loan_access,rank_networking,rank_marketing,future_impact_txt,comments_txt,funded_status,role_grouped,fsa,.row_id,region,location
118985321766,2025-10-27,completed,Yes,No,Community-based Organization,NA,Missing,"Public Library - Supporting and promoting all artists in our community. We promote literary arts, as well as visual and music art.",R1A2H4,"Support the Arts in Manitoba via professional artists and organizations. Through many methods from grants, to information to promotion .",Very confident,Excellent,Good,Good,Poor,Good,Good,Don't know,Don't know,"Do more to breakdown the silo of Arts being its own thing. To be successful in rural Manitoba the Arts need to partner more with sister institutions like Libraries, Museums, Tourism, Indigenous knowledge workers , schools and local municipal administrations.",Connected,NA,1,4,8,6,5,9,7,3,2,MAC is seen by other cultural institutions as a good and reliable partner who brings all cultural agencies together. Manitoba artists are more successful as they are seen as not only artists but a vital partner in the success of Manitoba where outside groups partner with them for joint success. ,Broaden the outreach to other cultural institutions to join as speakers and attendees at conference and training events.,Funded,Organization,R1A,68,Interlake,Outside Wpg
118985320253,2025-10-27,completed,Yes,Yes,Indigenous Knowledge Keeper,NA,Literary Arts,NA,R0C2T0,NA,Not very confident,Poor,Fair,Poor,Poor,Good,Good,Don't know,Don't know,Have the extension dates more then 2 days,Disconnected,"Very hard to fill out applications, first application I required assistance in filling out application ",2,1,5,4,6,7,3,8,9,Increase the finical grant amount,"The women I've dwelt with were amazing, problem with passwords and accessing applications. deadlines should NOT be on weekends!",Funded,Individual,R0C,69,Interlake,Outside Wpg
118985316621,2025-10-27,completed,No,No,Individual Artist,NA,Visual Arts,NA,R3T2H4,Providing funding for artistic and cultural activities for indigneous artists and organizations,Very confident,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,I feel like they can improve in advertising,Connected,NA,2,3,5,4,6,7,8,1,9,"I hope to believe that MAC will provide funds that would specifically support programs that enable youth to become art facilitators, curators and cultural entrepreneurs within their own communities creating future employment opportunities that keep young talent close to home.",Not at this moment,"Did not apply, not funded",Individual,R3T,70,Capital Region,Winnipeg Area
118985312505,2025-10-27,partial,Yes,Yes,Individual Artist,NA,Visual Arts,NA,R3T5T5,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,Funded,Individual,R3T,71,Capital Region,Winnipeg Area
118985312368,2025-10-27,completed,Yes,Yes,Arts/Cultural Organization,NA,Visual Arts,NA,R7A0K9,To distribute prvincial funds to support the arts in Manitoba,Confident,Good,Good,Good,Good,Excellent,Good,Fair,Don't know,"The distribution of funding is often talked about in a ""per capita"" sense in defense of the percieved Winnipeg-centrism, which is only one way to read that kind of distribution. Even if smaller the arts in smaller communities will reach fewer people by design, the impact is often far greater, because it's not one art experience over another, it's an art experience or none at all. 
I think that accompanies a perception that non-urban art doesn't have to be excellent, and so it can be achieved more cheaply.
I know a jury sytem should act as the failsafe for these kinds of perceptual biases, but it doesn't. The rift between the super-funded and the under-funded grows and is assumed natural, reinforcing itself. ",Connected,NA,2,4,7,8,6,1,9,3,5,"A dedicated program for hiring arts professionals, maybe through multi-year contract salaries or contingent on succession plans. ",NA,Funded,Organization,R7A,72,Westman,Outside Wpg
118985307023,2025-10-27,completed,Yes,No,Student of the Arts,NA,Theatre,NA,R2W1H9,To help and be a pillar of support for the artistic community in Manitoba.,Very confident,Excellent,Excellent,Excellent,Excellent,Don't know,Fair,Don't know,Don't know,NA,Very connected,NA,1,6,7,3,5,2,4,8,9,NA,NA,Funded,Individual,R2W,73,Capital Region,Winnipeg Area
118985306793,2025-10-27,completed,Yes,No,Arts/Cultural Organization,NA,Theatre,NA,R3B0P8,"To serve as the provincial arms-length funder, supporting the health, breadth and depth of the province's arts sector",Not very confident,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Don't know,Don't know,"More research. The sector orgs don't have the means to undertake broad sectoral research, and getting more nuanced data would be helpful. The survey results released at the APM is a great first step, but should be one of many sets of data being collected.",Connected,NA,2,1,7,8,9,6,4,3,5,"in 10 years, MAC has prepared all the qualitative & quantitative data needed to convince the provincial government to radically increase their funding to the sector, enabling the sector to be seen as valuable to all Manitobans","We need more of the ""Looking Forward"" program on a recurring basis. The sector is GREAT at reimagining things, we just need regular access to funding to support/enable that change. THANK-YOU for creating that program. It is vitally important.",Funded,Organization,R3B,74,Capital Region,Winnipeg Area
118985305662,2025-10-27,completed,Yes,Yes,Individual Artist,NA,Visual Arts,NA,R3C2A4,"The Manitoba Arts Council funds the creation and sharing of arts and culture for the benefit of all Manitobans.

",Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't know,"It would be helpful if the daytime PD sessions were recorded for later viewing or if a summary of key information was shared afterward.
",Very connected,NA,1,8,5,3,2,7,9,6,4,"through advocacy for the public to celebrate the arts balancing with leadership training, equipping galleries and venues to show work that is a standard of artistic integrity, as well as challenging audiences. ",NA,Funded,Individual,R3C,75,Capital Region,Winnipeg Area
118985305053,2025-10-27,completed,No,Yes,Arts/Cultural Organization,NA,Literary Arts,NA,R2H3B4,Bonne compréhension de l'objectif audacieux du CAM.  ,Not very confident,Excellent,Excellent,Excellent,Fair,Good,Fair,Fair,Fair,"Le soutien à la communauté francophone.
Le soutien aux arts littéraires. ",Disconnected,"Aucun soutien financier, aucun intérêt pour nos activités (car aucune présence du CAM durant les événements de la programmation annuelle), aucune connaissance de la réalité inquiétante du livre, de la littérature et de l'apprentissage de la lecture. Faible connaissance de l'art du slam (art émergent depuis 39 ans, qui crée des miracles avec peu d'investissements financiers). Aucune rencontre annuelle avec notre organisme sur ses besoins, ses défis, sa programmation artistique.  Déconnexion avec la francophonie (aux moyens très limités) et ses enjeux des survie. 
",5,1,2,8,9,4,3,6,7,"Accomplissement dans 10 ans : respect de son mandat dans les 2 langues officielles
Différent : davantage d'événements en ville, dans la rue, davantage d'artistes dans la vie publique (dans les conseils d'administration, sur les espaces publiques, favoriser la synergie en organismes francos et anglos.

Les arts peuvent changer la vie, créé du PIB,  encore faut-il en être convaincu. ","Égalité de moyens entre les 2 communautés de langues officielles.
Il faut plus de souplesse et de moyens dans la gestion des subventions et leur attribution. (les délais sont trop longs, les aides sont symboliques parfois inexistantes)","Applied, not funded",Organization,R2H,76,Capital Region,Winnipeg Area
118985301814,2025-10-27,completed,Yes,No,Individual Artist,NA,Visual Arts,NA,R3L0K7,To support Manitoba Artists and Arts Organizations to create and present artworks,Confident,Excellent,Good,Fair,Fair,Excellent,Good,Don't know,Don't know,Separate the individuals from festivals in the present grant stream. Seems strange to have these in the same grant stream.,Connected,NA,7,1,3,4,2,8,6,9,5,Highlighted the financial and cultural impact of the arts in Manitoba. Created more long term funding for artists and organizations. Created a mentorship for artists and arts organizations for better business practices. Created an arts collection branch with a transparent process for artists to apply to.,Who is on the strategic plan committee? Will there be a feedback session as it is developed?,Funded,Individual,R3L,77,Capital Region,Winnipeg Area
118985300770,2025-10-27,completed,Yes,No,Arts/Cultural Organization,NA,Missing,Music and visual arts,R3T4J6,"My understanding is that MAC exists to support arts programs in community, support individual artists, and support arts organizations.",Very confident,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Don't know,"Unfortunately, I am going to assume that everyone who answers this will refer to increased funding which, although I know this is always pursued at a government level, I also think there's not a huge amount of control MAC can exercise in this respect.  I think MAC's inclusion and diversity policies are excellent and find that 'you' are always responsive to changing needs and priorities.  I think you do this incredibly well.",Very connected,NA,1,7,6,5,4,3,9,2,8,"Sadly, again - funding seems to be the largest impediment to growth and Winnipegers are great at getting things done regardless of funding.  We all know the artists who receive 1/3 of their requested grant and make it happen anyways ... 
To the extent of my knowledge, I'm going to go with more of the same.",Not really.  MAC has always been great with our organization.  Staff are very helpful and supportive.  Most small arts orgs would love to ask for operational funding but I don't know if this is still something MAC can fund in terms of new applicants ... ,Funded,Organization,R3T,78,Capital Region,Winnipeg Area
118985298958,2025-10-27,completed,No,No,Arts/Cultural Organization,NA,Missing,Ethno-cultural Arts,R3C1S6,Primarily a funding body to distribute provincial arts and culture funding. ,Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Don't know,Don't know,Don't know,More immersive communications in lieu of online could better assist those where English is not first language. ,Connected,NA,5,6,1,2,3,7,8,4,9,Bridged the gap between artists to be more inclusive of ethno-cultural artists with intangible skills and experience.,Not at this time,"Did not apply, not funded",Organization,R3C,79,Capital Region,Winnipeg Area
118985296693,2025-10-27,completed,No,Yes,Individual Artist,NA,Visual Arts,NA,R3L0L9,"to support artistic development, practice and presentation of Manitoba artists",Not very confident,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,"currently the arts in Manitoba--individual artists and organizations--are not being supported to a level than increases audience engagement and understanding, nor to the level that pushes practices to the next level. Risk and innovation is struggling because of lack of funding. Too few artists are receiving too little money.",Very connected,NA,2,1,6,4,5,3,9,7,8,"There is no way to achieve significant impact without significant funding. MAC must convince the Province of this. Right now everyone is treading water at best, barely keeping our noses above water.",NA,"Applied, not funded",Individual,R3L,80,Capital Region,Winnipeg Area
118985296212,2025-10-27,completed,Yes,No,Individual Artist,NA,Dance,NA,R3G1X3,"Funding Manitoban Individual, Collective, and organizational artistic work.",Confident,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,"I would like to see Mac connect with the Hip Hop Dance community and 2SLGBTQIA+ Ballroom community in more intentional way. I enjoyed the presentation MAC did with GORGE Festival, and I think a similar one could be done in the communities above.",Connected,NA,9,8,7,1,2,3,4,5,6,I’d love to see MAC continue funding art work in and from marginalized and isolated communities. ,NA,Funded,Individual,R3G,81,Capital Region,Winnipeg Area
118985294595,2025-10-27,completed,No,No,Individual Artist,NA,Literary Arts,NA,R3L2B6,To foster and promote the arts in Manitoba through a granting system.,Confident,Good,Fair,Good,Good,Don't know,Good,Don't know,Don't know,NA,Connected,NA,2,1,3,6,5,8,9,7,4,NA,NA,"Did not apply, not funded",Individual,R3L,82,Capital Region,Winnipeg Area
118985293376,2025-10-27,partial,Yes,Yes,Individual Artist,NA,Missing,circus,R3G2K4,to fund the creation of art to benefit all Manitobans,Confident,Excellent,Good,Good,Good,Excellent,Good,Excellent,Good,"I’d love to see more micro-grants that are truly accessible, and a larger percentage of funding directed toward small and mid-sized artists and companies.

This year, only 25% of Create grants were funded, which shows the need for a higher budget in that category. Meanwhile, operating funds for the RWB, WSO, and MTC were each around $800,000—each one equal to the total funding for all Create grants combined. That doesn’t feel equitable.

I understand these are different funding streams and that larger institutions also need support, but I believe more, smaller grants for independent and emerging artists would strengthen Manitoba’s arts ecosystem far more.

After all, how can a small company compete with an organization that can afford a professional grant writer?",Connected,NA,1,2,4,6,8,3,7,5,9,NA,NA,Funded,Individual,R3G,83,Capital Region,Winnipeg Area
118985291693,2025-10-27,completed,Yes,Yes,Community-based Organization,NA,Craft,NA,R2X3B9,NA,Very confident,Excellent,Fair,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Clearer guidelines on eligible/ineligible activities as well as more information in regards to applications that were not accepted.,Connected,NA,1,2,9,7,8,3,5,4,6,"10 years from now, MAC will have greatly impacted the arts and cultural community in Manitoba, creating artistic and creative opportunities for communities that face several barriers such as socioeconomic disparities. ",We greatly appreciate that you grant funding to community organizations as this helps us to offer programs and workshops to the communities we serve.,Funded,Organization,R2X,84,Capital Region,Winnipeg Area
118985291211,2025-10-27,completed,Yes,Yes,Individual Artist,NA,Visual Arts,NA,R3E2J2,To support artists and arts organizations financially through a peer assessment process,Confident,Good,Good,Good,Good,Fair,Good,Fair,Fair,Grant amounts that reflect the reality of increases in the cost of everything including cost of living,Disconnected,"Grant amounts have increased very little over the past 30 years.  The cost of literally everything has increased in that time but artists are expected to still make work, still pay the bills even though income from grants rarely covers the expenses.  MAC has increased the number of administrative staff exponentially during that time and, of course, gives its staff regular wage increases.  I am not suggesting the staff don't deserve these wage increases.  However it reflects an attitude that artists don't matter - they can survive on crumbs.  If it weren't for artists making their work, no one at MAC would have jobs.  We are the primary drivers of the whole sector however this is not reflected in financial compensation.  Sometimes it feels like funding bodies exist so that an handful of administrators can have good jobs with good salaries while the primary drivers of the sector, individual artists, are left out. This situation would not be acceptable in any other sector.  

Reducing the levels of administration at MAC could free up some room in the budget for more money to flow to artists.",5,6,3,1,2,4,9,7,8,Increased funding to individual artists,MAC should look into Trust-based Philanthropy and see if any of their principles could be adopted to lessen the administrative load on MAC thereby freeing up some funds that could go to artists.,Funded,Individual,R3E,85,Capital Region,Winnipeg Area
118985287824,2025-10-27,partial,Yes,Yes,Individual Artist,NA,Visual Arts,NA,R3T,Support Manitoban artists in production and presentation of culture,Not at all confident,Fair,Fair,Good,Poor,Fair,Poor,Poor,Don't know,NA,Disconnected,"Feel that MACs scope has become more limited, more resources should be put into high quality cultural projects with larger audiences. Also not neglect project of MAC to help Manitoban artists share their work outside of the province. MAC should refocus on job of distributing funding to highest quality applicants.",Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,Funded,Individual,R3T,86,Capital Region,Winnipeg Area
118985282765,2025-10-27,completed,Yes,No,Individual Artist,NA,Visual Arts,NA,R3E1X8,MAC is a support system for artists and arts organizations that offers funding support to Manitoban.,Very confident,Excellent,Excellent,Good,Good,Excellent,Excellent,Don't know,Don't know,More funding for more artists,Connected,NA,2,1,5,6,7,4,9,8,3,I think MAC is doing a really great job in the community we just need more resources for you to do more of it,"There is a community that needs you and supports you, if there are ways to mobilize us in advocating for more resources for MAC from the province you should look to us, and call on the groups that exist (for example MARCC) to share this info with their networks",Funded,Individual,R3E,87,Capital Region,Winnipeg Area
118985280978,2025-10-27,partial,No,No,Individual Artist,NA,Theatre,NA,R2H1E5,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Did not apply, not funded",Individual,R2H,88,Capital Region,Winnipeg Area
118985274225,2025-10-27,partial,No,Yes,Student of the Arts,NA,Music,NA,R3B1B3,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Applied, not funded",Individual,R3B,89,Capital Region,Winnipeg Area
118985270873,2025-10-27,partial,Missing,Missing,Missing,NA,Missing,NA,R0B0B6,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,Missing,NA,R0B,90,Norman,Outside Wpg
118985269625,2025-10-27,completed,Yes,Yes,Collective / Group of Artists,NA,Inter-arts,NA,R3T2J8,"To support artists in the province -- research, creation, exposure. ",Confident,Excellent,Fair,Excellent,Poor,Fair,Fair,Poor,Don't know,"In performance art -- such as theatre -- there's no follow-through from creation to sharing. We can develop our work, but not show it. ",Connected,NA,8,2,7,4,3,5,9,6,1,"There is more support for launching the projects, gathering audiences and readers. There's support from Creation through Sharing. There's far more interdisciplinary support -- and juries with greater knowledge. ",NA,Funded,Organization,R3T,91,Capital Region,Winnipeg Area
118985269082,2025-10-27,completed,Yes,No,Community-based Organization,NA,Dance,NA,R3T5S3,"My understanding is that Manitoba Arts Council's purpose is to support and advocate for the arts in Manitoba. It strives to increase the financial support of individual artists (emerging, mid-career, and established) as well as groups and organizations whose primary focus is to continue the creation and contribution of their art to our province and the Canadian art landscape.",Confident,Excellent,Excellent,Good,Fair,Excellent,Good,Good,Don't know,access to more funds...,Connected,NA,1,2,5,4,7,3,9,6,8,10 years from now would ideally see the growth and momentum built from increased financial and promotional support for the incredible artists of this province.  I think the needs are different for all arts disciplines and it is important for the Council to understand that they are absolutely contributing and are extremely necessary for the artists in the province.  It is my hope that they continue to so this valuable work.,I am curious if there could be a 'lending pot' of funds that some artists could have access to help them get their project started.  The funds would be returned to the 'pot' once the project is complete. ,Funded,Organization,R3T,92,Capital Region,Winnipeg Area
118985268583,2025-10-27,completed,Missing,Missing,Missing,NA,Missing,NA,R0B0B6,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,1,2,3,4,5,6,7,8,9,NA,NA,Missing,NA,R0B,93,Norman,Outside Wpg
118985268390,2025-10-27,partial,Yes,Yes,Individual Artist,NA,Music,NA,R2H2K8,To support artists and arts organisations in Manitoba by providing funding and opportunities for growth.,Very confident,Good,Good,Good,Good,Excellent,Fair,Excellent,Don't know,NA,Connected,NA,1,8,9,5,6,3,7,2,4,NA,NA,Funded,Individual,R2H,94,Capital Region,Winnipeg Area
118985268029,2025-10-27,completed,Yes,No,Individual Artist,NA,Music,NA,R2H1L5,"A provincial non-profit body that fosters the development or arts organizations and individual artists across the spectrum of mediums; their support is essential to creating a healthy arts scene both in Manitoba and beyond, ultimately contributing to the health and wealth of our communities",Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Don't know,NA,Very connected,NA,2,1,3,4,5,6,7,8,9,"More of the same, while always staying tuned to the shifts in technology and its impacts on creativity and ability for artists to live from their craft",NA,Funded,Individual,R2H,95,Capital Region,Winnipeg Area
118985267286,2025-10-27,completed,Yes,No,Individual Artist,NA,Visual Arts,NA,R2M0K6,"My understanding is that MAC supports artists in brining their artistic visions to life and into our communities. Supporting us through out our whole grant writing processes, and rewriting, supporting us on making goals and how to attain those goals, supporting us with attaining financial support with grants to be able to fund our projects, celebrating our wins with us and encouraging us to try again in moments when our projects aren’t the ones that get selected but to keep going and try again. I personally feel the people behind all that goes on at MAC go above and beyond anything I ever imagined when it comes to supporting the arts. And am so immensely grateful ",Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,I don’t know if this would be on MAC as a whole but I wish the arts community was more aware of all the aid that is in place. I know grant writing is very intimidating and the aid I was given in so many facets even for accessibility with my nerodivergentcy helped me so immensely. I was encouraged to use the aid and not be afraid to book appointments and talk with program consultants and I’m so grateful that I did. I wish artists understood how helpful and supportive the program consultants are and not to shy away from asking for help or assistance. (I think that’s on us to be the ones doing so but I wish there was a way to get the word out on that even more in the community). I find so many people I talk to are so intimidated and when I tell them how immensely welcoming and supportive MAC is I can see that shift instantly and the door to their ideas and opportunities open up. ,Very connected,NA,1,5,9,3,8,6,4,2,7,NA,"At the MAC annual meeting there was a moment where MAC was referred to as a conduit, and it hit me that I never ever viewed the work being done in such a way. But I think that’s because of all the care, support and hands on human interaction that is given to the artists reaching out. When often we don’t get such supports that feel like organic human interactions by people who care, and even the Manipogo site itself is so thoughtfully designed with artists and creators in mind. So that’s what I would like MAC to know that what your already doing is immensely helpful as I have found as an individual artist myself. ",Funded,Individual,R2M,96,Capital Region,Winnipeg Area
118985265218,2025-10-27,completed,Yes,Yes,Arts/Cultural Organization,NA,Music,NA,R3C3Z8,To distribute Government of Manitoba funding for the arts to artists and arts organizations across the province.  I also expect them to be a leader and champion for the arts with the provincial government and Manitobans.,Confident,Good,Poor,Good,Poor,Good,Fair,Fair,Good,"Redesign the project grant categories to be more clear and discipline knowledgeable/specific.  Related to that, give MAC officers a 40% weighting and juries a 60% weighting in the decisions on awards.",Connected,NA,3,2,6,5,7,1,8,9,4,"They have gone beyond the role of simply farily distributing funding to show leadership in and for the arts in Manitoba by helping to convince the Province to increase arts funding at least annually in line with inflation.  Through leadership, they have also been able, in concert with Canada Council and the Winnipeg Arts Council (plus perhaps the Winnipeg Foundation), to increase funding for our core large arts organizations from a starvation to a sustainable level.  Plus, they have been instrumental in convincing the Province to invest in at least one new (or completely transformed) major arts performance space in Winnipeg.  ",Ancillary supports for the arts community such as the ones listed in this survey are not as important as showing  leadership and collaboration in solving the chronic funding and infrastructure issues faced by the arts.,Funded,Organization,R3C,97,Capital Region,Winnipeg Area
118985263560,2025-10-27,partial,No,Yes,Individual Artist,NA,Visual Arts,NA,R5K0E2,support grassroots artists and individuals.,Confident,Excellent,Excellent,Excellent,Don't know,Don't know,Don't know,Don't know,Don't know,NA,Connected,NA,2,4,5,6,7,8,9,1,3,NA,NA,"Applied, not funded",Individual,R5K,98,NA,Outside Wpg
118985262438,2025-10-27,partial,Yes,Yes,Arts/Cultural Organization,NA,Visual Arts,NA,R7C1C6,"Support professional and community-based arts development ln MB.  Support   growth of individual artists and appreciation of the arts by the general public.
.",Confident,Excellent,Good,Excellent,Fair,Excellent,Fair,Fair,Fair,Ensure grant decision panels are equal in representation and knowledgeable of rural Manitoba,Disconnected,"At times, appear to be lacking awareness of issues, realities facing rural community arts organizations",3,1,4,5,6,7,8,2,9,NA,NA,Funded,Organization,R7C,99,NA,Outside Wpg
118985260466,2025-10-27,completed,No,No,Individual Artist,NA,Literary Arts,NA,R3L0H3,Support the arts and the individuals involved in it.,Confident,Good,Good,Good,Good,Good,Good,Good,Good,"Maybe explain the categories a bit more clearly/simply, so you don’t have to dig around to figure out if things apply to you.",Connected,NA,4,2,7,8,6,3,9,1,5,"Maybe something different. Maybe money spread around a bit and not always going to the same people over and over. I got a grant in the past, but didn’t keep reapplying so others would get a chance. Some people seem to be really good a filling out applications, or have more time to do so, etc.",It’s hard to suggest things when I’m not 100% sure I understand your current strategy.,"Did not apply, not funded",Individual,R3L,100,Capital Region,Winnipeg Area
118985259380,2025-10-27,completed,No,No,Missing,Art Gallery,Visual Arts,NA,R1A0Y5,To provide financial support to the art community,Confident,Good,Fair,Good,Fair,Good,Good,Poor,Don't know,no comment,Connected,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Did not apply, not funded",NA,R1A,101,Interlake,Outside Wpg
118985257883,2025-10-27,completed,Yes,Yes,Individual Artist,NA,Media Arts,NA,R3B1H3,"To support art practice, and to connect the public to art practice",Confident,Good,Good,Good,Fair,Good,Good,Don't know,Poor,"Either improve jury makeup or provide mandatory jury training in advance of the jury process, as I’ve seen jurors invent their own criteria on the spot that is different from the guidelines, and officers have varying success in correction. Even things as basic as reviewing what conflict of interest is, should be reviewed with some kind of in person talk, before asking jurors to self assess whether they are in conflict of interest. ",Disconnected,"MAC is very connected with institutional art practices, where it pours the latest amount of its money. But it seems rather disconnected to the reality of smaller orgs and individual artists. An example is having a consultant like Judy Murphy, who has no experience in orgs with budgets under $500,000 or starting up organizations or creating community art movements, and offering her “experience” to small orgs and groups working in that space, which makes it seem that to MAC this space is not a professional art space unto itself, but something that people need to graduate out of. The answer to the problems of small orgs and informal groups will never be found through a “correction” to move to institutional resources. This is one example of how MAC seems to not understand the sector.  ",7,5,8,2,1,3,9,6,4,"Small orgs and informal groupings are thriving with access to shared resources to support grant writing, bookkeeping and leadership support. Diversity and plurality is respected, and MAC has stopped trying to pick “winners” in the back end. No organizations are “too big to fail.” ","There is a lot of movement towards better board training, but the reality is that Winnipeg and Manitoba have too small of an arts pool to support the needs. People have been repeatedly trained over and over again, with a ton of sector investment placed on this, and they still won’t learn. It would honestly be better to require board coaching  and / or have a 3rd party governance consultant to be present at all board meetings if you want to see true improved results. There are a lot of personal agendas and axes to grind in the community, and when some folks (not all, and not even the majority, but unfortunately enough) feel they have power over others with their positions in institutions and organizations, they become Trumpian characters who use their authority to move forward personal definitions of justice, retribution and community access. This is because nearly everyone provincially is in a conflict of interest position within all aspects of their respective art communities locally, due to the small size of their communities. It would be a wiser investment to  focus on instilling better protections against conflict of interest via active management and governance coaching, and promoting true community access by actively inquiring about access policies and behaviours, as opposed to just having a broilerplate checklist for orgs to self-affirm they are adequately accessible. Until board positions have actual accountability metrics to the community - via funders and/or 3rd party assessment - nothing is going to improve, as there is no carrot and no stick. If MAC assessed board makeup as part of its org assessments, this would fundamentally change the way that orgs function. But I do not believe MAC even knows how to assess whether an arts org board is functional, professional or suitable to its context. And therein lies a core foundational problem. ",Funded,Individual,R3B,102,Capital Region,Winnipeg Area
118985256533,2025-10-27,completed,Yes,Yes,Collective / Group of Artists,NA,Visual Arts,NA,R2L0E6,"to support artists / collectives / organizations with developing artists for exhibition, creation and learning",Not very confident,Excellent,Excellent,Fair,Good,Excellent,Fair,Excellent,Excellent,"secure more funding overall. Orgs, collectives and individual artists have all had increasing expenses related to their art practice",Very disconnected,"where are the officers at openings, receptions, opera/ dance / theatre and all the artist run centres? They need to be in the community",4,3,5,6,1,2,7,8,9,"Ten years from now, the Manitoba Arts Council has reshaped the arts and cultural landscape by investing in sustainability, shared infrastructure, and equitable access for artists and organizations.

Through bold policy changes and innovative funding models, arts organizations that do not own their buildings now have the opportunity to purchase and share creative spaces, fostering long-term stability. These shared facilities include paid artist-in-residence studios, ensuring that artists are compensated for their time, research, and community engagement.

MAC has also supported the creation of shared financial and administrative services for artist-run centres and small organizations. Through a collective system for CADAC reporting, bookkeeping, pension, and benefits administration, organizations have reduced overhead costs, freeing budgets to increase salaries and expand benefits for staff and contractors. This model has become a national example of how shared infrastructure can strengthen the entire arts ecosystem.

For individual artists, MAC’s funding programs have evolved to provide three annual opportunities to apply for project, creation, and career development support. This has fostered consistency and financial security for artists, allowing them to plan their creative work over longer timelines.

Overall, MAC’s budget has grown substantially, reflecting the province’s commitment to the cultural economy as a driver of wellbeing, innovation, and community vitality. The result is a stronger, interconnected arts sector — one where artists and organizations have the resources, stability, and recognition they need to thrive.","that ALL indigenous artists, groups, orgs MUST have proof of identity. they CAN NOT self identify. It's FRAUD and any artist that has claimed to be Indigenous and has received funding, needs to be charged with FRAUD and have to pay back all the grant money they received from MAC. It's FRAUD and needs to be addressed
",Funded,Organization,R2L,103,Capital Region,Winnipeg Area
118985256045,2025-10-27,completed,Yes,Don't know,Arts/Cultural Organization,NA,Literary Arts,NA,R3B1H3,To fund and champion the arts in Manitoba,Confident,Excellent,Good,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,"How MAC presents itself to the community. Back in spring, there was a ""Brainstorming Session"" for a new grant, that helped with organizations in times of upheaval. MAC brought dozens of struggling organizations to the fanciest ballroom in town, where we sat through stories of hardship from non-Manitoban org leaders, and then were asked to help create this new grant and not include funding for the org in the grant. At the end of the day, we're told the grant will roll out next week. So, presumably this grant was already completed and this ""brainstorming"" was an attempt to back up what was already decided. The whole event was extremely tone-deaf, rather insulting, as the orgs from out of province have a completely different socio-economic situation than Manitobans and orgs that had gone through similar issues like MAWA were not asked to speak. Not to mention speaking of truth and reconciliation whilst having the event in the most colonial space in town. This event definitely left a sour taste in the mouths of those who MAC wants to support. ",Connected,NA,6,5,1,2,3,4,8,7,9,"More core funding. More listening to the community and to non-executive members of MAC. This is speculation, but, knowing the people working at MAC, there is no way when the ""Brainstorming Session"" was announced by leadership that everyone thought it was a good idea and being handled correctly. ","MAC knows what the orgs it supports need, and that's core funding. I know government doesn't like to fund this as it isn't flashy and doesn't help politicians get elected, but we can't keep jumping from project grant to project grant and praying that we survive the next fiscal. Also, please move away from any grant that basically exists to benefit consultants and not the organizations themselves. We know we need funding and more stable funding streams. We don't need to pay someone to tell us this. 
All this being said, I genuinely believe the MAC staff is wanting to help the orgs it funds and I know trying to do so is not easy, and I want to state that, on the whole, I think MAC is doing a great job. It's just the things like the ""Brainstorming Session"" that make people lose faith in MAC. 
I spoke to a lot of people that day and almost everyone knew that the day was going to be a waste of time. Afterwards, most people I spoke with were displeased by how their time and expertise were essentially wasted by MAC. ",Missing,Organization,R3B,104,Capital Region,Winnipeg Area
